Word,IPA,Translation,Meaning,Meaning_Translation,Example,Example_Translation,Image,Sound,Sound_Meaning,Sound_Example
synthetic,sɪnˈθetɪk,合成的,"If something is synthetic, then it is made to be like something natural.",「合成的」事物是人工製造、模仿天然物的。,Clothing made out of synthetic fabrics is very effective at keeping people warm.,合成纖維衣物保暖效果很好。,11_2019.jpg,11_2019.mp3,11_2019_meaning.mp3,11_2019_example.mp3
terminal,ˈtɜːrmɪnl,末期的,"If something is terminal, then it causes or results in death.",「末期的」疾病會導致死亡。,"Since his condition was not terminal, he felt a great sense of relief.",因病情非末期，他感到大大鬆一口氣。,11_2020.jpg,11_2020.mp3,11_2020_meaning.mp3,11_2020_example.mp3
acute,əˈkjuːt,嚴重的,"When a bad thing is acute, it is very severe and intense.",「急性的」壞事非常嚴重且劇烈。,"When she fell out of the tree, the girl felt an acute pain in her arm.",女孩從樹上摔下，手臂劇痛。,12_2021.jpg,12_2021.mp3,12_2021_meaning.mp3,12_2021_example.mp3
aggression,əˈɡreʃn,攻擊性,Aggression is behavior that is mean or violent to others.,「侵略性」是對他人殘忍或暴力的行為。,The problem was only made worse by Mark’s aggression.,馬克的攻擊性讓問題更嚴重。,12_2022.jpg,12_2022.mp3,12_2022_meaning.mp3,12_2022_example.mp3
biography,baɪˈɑːɡrəfi,傳記,A biography is an account of someone’s life that is written by someone else.,「傳記」是他人撰寫的某人生平故事。,We read a biography about Charles Darwin in science class.,我們在自然課讀達爾文傳記。,12_2023.jpg,12_2023.mp3,12_2023_meaning.mp3,12_2023_example.mp3
boost,buːst,提升,To boost something means to increase or improve it.,「提升」某物是指增加或改善它。,Lowering prices boosts customers’ interest in shopping.,降價能提升顧客購物興趣。,12_2024.jpg,12_2024.mp3,12_2024_meaning.mp3,12_2024_example.mp3
clap,klæp,拍手,To clap means to hit one’s hands together to express pleasure or get attention.,「拍手」是指雙手互擊以表達喜悅或引起注意。,"After the speech, everyone in the crowd clapped their hands for the speaker.",演講結束後，全場觀眾為講者鼓掌。,12_2025.jpg,12_2025.mp3,12_2025_meaning.mp3,12_2025_example.mp3
classical,ˈklæsɪkl,古典的,Classical music is more formal and serious than popular music.,「古典音樂」比流行音樂更正式且嚴肅。,Beethoven is a composer of classical music.,貝多芬是古典音樂作曲家。,12_2026.jpg,12_2026.mp3,12_2026_meaning.mp3,12_2026_example.mp3
compel,kəmˈpel,強迫,To compel someone to do something means to force them to do it.,「強迫」某人做某事是指逼他們去做。,Traffic signs compel drivers to drive safely.,交通標誌迫使駕駛安全行駛。,12_2027.jpg,12_2027.mp3,12_2027_meaning.mp3,12_2027_example.mp3
creation,kriˈeɪʃn,創作,A creation is something original that is made.,「創作」是原創的產物。,We saw the creation of a new political party.,我們見證新政黨的成立。,12_2028.jpg,12_2028.mp3,12_2028_meaning.mp3,12_2028_example.mp3
dominance,ˈdɑːmɪnəns,支配,The dominance of a person is their state of being more powerful than others.,「支配地位」是某人比他人更有權勢的狀態。,Large gorillas hit their chests to express their dominance over others.,大猩猩捶胸展示對其他猩猩的支配地位。,12_2029.jpg,12_2029.mp3,12_2029_meaning.mp3,12_2029_example.mp3
gorgeous,ˈɡɔːrdʒəs,華麗的,"When something is gorgeous, it is very pleasing and attractive.",「華麗的」事物非常悅目且吸引人。,The girl picked out a gorgeous dress to wear to the dance.,女孩挑了件華麗洋裝參加舞會。,12_2030.jpg,12_2030.mp3,12_2030_meaning.mp3,12_2030_example.mp3
inevitable,ɪnˈevɪtəbl,不可避免的,"When something is inevitable, it is certain to happen or cannot be avoided.",「不可避免的」事物一定會發生或無法逃避。,It is inevitable that the days will get longer in the summer.,夏天白天變長是必然的。,12_2031.jpg,12_2031.mp3,12_2031_meaning.mp3,12_2031_example.mp3
legacy,ˈleɡəsi,遺產,A legacy is an effect that exists because of a person or thing in the past.,「遺產」是過去某人或某事所留下的影響。,The legacy of the ancient Egyptians can be seen in their monuments.,古埃及遺產可見於其紀念碑。,12_2032.jpg,12_2032.mp3,12_2032_meaning.mp3,12_2032_example.mp3
masterpiece,ˈmæstərpiːs,傑作,"A masterpiece is a very good painting, novel, movie, or other work of art.",「傑作」是非常出色的畫作、小說、電影或其他藝術作品。,The Arc de Triomphe is considered a masterpiece in the world of architecture.,凱旋門被視為建築界的傑作。,12_2033.jpg,12_2033.mp3,12_2033_meaning.mp3,12_2033_example.mp3
multiple,ˈmʌltɪpl,多個的,"If there are multiple things, there are many of them.",「多個的」事物有很多個。,"When the stunt went wrong, the man suffered multiple injuries.",特技失敗時，這男人多處受傷。,12_2034.jpg,12_2034.mp3,12_2034_meaning.mp3,12_2034_example.mp3
narrate,ˈnæreɪt,敘述,To narrate a story means to write about it or read it aloud.,「敘述」故事是指書寫或朗讀它。,"This story was written by John, but Aaron is narrating it to the crowd.",這故事由約翰撰寫，但亞倫向群眾朗讀。,12_2035.jpg,12_2035.mp3,12_2035_meaning.mp3,12_2035_example.mp3
notorious,nəʊˈtɔːriəs,臭名昭著的,"When something is notorious, it is well known because of something bad.",「臭名昭彰的」事物因壞事而廣為人知。,This area of town is notorious for gang activity.,這城區因幫派活動而惡名昭彰。,12_2036.jpg,12_2036.mp3,12_2036_meaning.mp3,12_2036_example.mp3
overall,ˌəʊvərˈɔːl,總體的,"When a thing is talked about overall, the whole thing is considered.",「整體而言」是指考慮整件事。,"Overall, the party was a huge success.",總體而言，派對非常成功。,12_2037.jpg,12_2037.mp3,12_2037_meaning.mp3,12_2037_example.mp3
partiality,ˌpɑːrʃiˈæləti,偏愛,A partiality is a tendency to prefer one thing to another.,「偏愛」是偏好某物勝過另一物的傾向。,She has a partiality for walking to school instead of driving.,她偏好走路而非開車上學。,12_2038.jpg,12_2038.mp3,12_2038_meaning.mp3,12_2038_example.mp3
spontaneous,spɑːnˈteɪniəs,自發的,"When an act is spontaneous, it is not planned. It happens suddenly.",「自發的」行為是未經計畫、突然發生的。,My wife made a spontaneous decision to buy a new sofa while I was at work.,我上班時，太太突然決定買新沙發。,12_2039.jpg,12_2039.mp3,12_2039_meaning.mp3,12_2039_example.mp3
virtue,ˈvɜːrtʃuː,美德,A virtue is a good quality or way of behaving.,「美德」是良好的品質或行為方式。,My best virtue is forgiveness.,我最大的美德是寬恕。,12_2040.jpg,12_2040.mp3,12_2040_meaning.mp3,12_2040_example.mp3
aspect,ˈæspekt,方面,An aspect is one part or feature of something.,「方面」是某事物的一部分或特徵。,I thought about the different aspects of owning two dogs.,我考慮養兩隻狗的不同面向。,13_2041.jpg,13_2041.mp3,13_2041_meaning.mp3,13_2041_example.mp3
asset,ˈæset,資產,An asset is a skill or quality that is useful or valuable.,「資產」是有用或有價值的技能或特質。,The coach realized the boy’s speed was an asset to the team.,教練意識到這男孩的速度是球隊資產。,13_2042.jpg,13_2042.mp3,13_2042_meaning.mp3,13_2042_example.mp3
assignment,əˈsaɪnmənt,作業,An assignment is task that is given to you to do.,「作業」是分配給你完成的任務。,He was given a difficult assignment but he felt he could succeed in doing it.,他接到困難任務，但相信自己能完成。,13_2043.jpg,13_2043.mp3,13_2043_meaning.mp3,13_2043_example.mp3
awareness,əˈwernəs,意識,An awareness is knowledge or perception or a situation or fact.,「意識」是對某情況或事實的認識或察覺。,She has little awareness of what needs to be done.,她不太清楚該做什麼。,13_2044.jpg,13_2044.mp3,13_2044_meaning.mp3,13_2044_example.mp3
bud,bʌd,花蕾,A bud is a part of a plant that turns into a flower or a leaf.,「花苞」是植物中會長成花朵或葉子的部分。,"Two weeks after planting the seed, a small bud appeared.",播種兩週後，冒出小芽。,13_2045.jpg,13_2045.mp3,13_2045_meaning.mp3,13_2045_example.mp3
coordinate,kəʊˈɔːrdɪneɪt,協調,To coordinate things is to make different parts work together.,「協調」事物是指使不同部分共同運作。,Each skating team had to coordinate their movements for the show.,每支滑冰隊需協調動作進行表演。,13_2046.jpg,13_2046.mp3,13_2046_meaning.mp3,13_2046_example.mp3
credit,ˈkredɪt,信用,Credit is something good in your favour.,「讚譽」是對你有利的好評。,"His bank account is in credit, so he has money he can spend.",他銀行帳戶有存款，所以有錢可花。,13_2047.jpg,13_2047.mp3,13_2047_meaning.mp3,13_2047_example.mp3
disprove,ˌdɪsˈpruːv,反駁,To disprove something means to show that it is not true.,「駁斥」某事是指證明其不真實。,The scientist disproved the theory that the sun moved around the Earth.,科學家推翻太陽繞地球轉的理論。,13_2048.jpg,13_2048.mp3,13_2048_meaning.mp3,13_2048_example.mp3
humanitarian,hjuːˌmænɪˈteriən,人道主義的,"If something is humanitarian, it is connected to helping people’s lives.",「人道主義的」事物與幫助人們生活有關。,"After the flood, several humanitarian organizations offered help.",洪水後，多個人道組織提供援助。,13_2049.jpg,13_2049.mp3,13_2049_meaning.mp3,13_2049_example.mp3
hypothesis,haɪˈpɑːθəsɪs,假設,A hypothesis is an idea about something that has not been proved yet.,「假設」是尚未被證實的某種想法。,The teacher did an experiment to prove whether his hypothesis was right.,老師做實驗驗證假設是否正確。,13_2050.jpg,13_2050.mp3,13_2050_meaning.mp3,13_2050_example.mp3
informative,ɪnˈfɔːrmətɪv,資訊豐富的,"When something is informative, it provides a lot of information.",「資訊豐富的」事物提供大量資訊。,The travel guide had a lot of informative facts about the region.,旅遊指南提供許多關於該地區的資訊。,13_2051.jpg,13_2051.mp3,13_2051_meaning.mp3,13_2051_example.mp3
optic,ˈɑːptɪk,視覺的,"When something is optic, it relates to the eyes or light.",「光學的」事物與眼睛或光有關。,Her blindness was caused by a problem with her optic nerve.,她的失明源於視神經問題。,13_2052.jpg,13_2052.mp3,13_2052_meaning.mp3,13_2052_example.mp3
premise,ˈpremɪs,前提,A premise is an idea on which something is based.,「前提」是某事所依據的想法。,The premise of the movie that Bobbi and I watched was unrealistic.,我和芭比看的電影前提不切實際。,13_2053.jpg,13_2053.mp3,13_2053_meaning.mp3,13_2053_example.mp3
rack,ræk,架子,A rack is an object with shelves that holds things.,「架子」是帶有層板、用來放置物品的器具。,He stored his tools on a rack.,他把工具放在架子上。,13_2054.jpg,13_2054.mp3,13_2054_meaning.mp3,13_2054_example.mp3
Renaissance,rènəsɑ́ːns,文藝復興,The Renaissance was a period between the 14th and 17th centuries.,「文藝復興」是14至17世紀之間的時期。,Leonardo da Vinci was a popular artist of the Renaissance.,達文西是文藝復興時期的知名藝術家。,13_2055.jpg,13_2055.mp3,13_2055_meaning.mp3,13_2055_example.mp3
spatial,ˈspeɪʃl,空間的,"When something is spatial, it relates to the position and size of things.",「空間的」事物與物體的位置和大小有關。,He was asked where the books were located to test his spatial awareness.,他被問書的位置以測試空間感。,13_2056.jpg,13_2056.mp3,13_2056_meaning.mp3,13_2056_example.mp3
specify,ˈspesɪfaɪ,明確說明,To specify is to describe something clearly.,「明確說明」是指清楚描述某事。,The poster didn’t specify where the concert was taking place.,海報未註明音樂會地點。,13_2057.jpg,13_2057.mp3,13_2057_meaning.mp3,13_2057_example.mp3
tie,taɪ,綁,"If you tie two things together, you fasten them with rope, string, etc.",「綁」是指用繩子、線等將兩物固定在一起。,The dog is used to being tied up.,這狗習慣被拴住。,13_2058.jpg,13_2058.mp3,13_2058_meaning.mp3,13_2058_example.mp3
undertake,ˌʌndərˈteɪk,承擔,To undertake a particular task is to take on the responsibility of doing it.,「承擔」特定任務是指接受執行它的責任。,We undertook to make sure everybody was well informed of current progress.,我們承擔確保大家掌握最新進度的責任。,13_2059.jpg,13_2059.mp3,13_2059_meaning.mp3,13_2059_example.mp3
wax,wæks,蠟,Wax is a substance that is slightly shiny and melts when heated.,「蠟」是一種略帶光澤、加熱會融化的物質。,The candles are made of wax.,蠟燭是用蠟做的。,13_2060.jpg,13_2060.mp3,13_2060_meaning.mp3,13_2060_example.mp3
